Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Lalji Qalandarr,2019,109,"Drama, Musical",5.839567609057182,5.839567609057182,Amit Ojha,Himmat Singh Jadeja,Anil Marwari,Ishwar Dutt Mathur
Lalu-Ustad,1956,128,Action,5.839567609057182,5.839567609057182,A. Shamsheer,Baburao Pahelwan,Aruna,Vasantrao
Lambu Dada,1992,142,"Action, Crime, Drama",4.6,18.0,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
Lanka Dahan,1917,128,"Adventure, Drama, Fantasy",6.7,22.0,Dhundiraj Govind Phalke,Anna Salunke,Ganpat G. Shinde,D.D. Dabke
Laparwah,1981,128,"Action, Drama",5.4,14.0,Ravikant Nagaich,Prem Bedi,Birbal,Mithun Chakraborty
Lashkar,1989,176,"Action, Crime, Drama",5.8,43.0,Jagdish Kadar,Kader Kashmiri,Dev Anand,Javed Jaffrey
Lashkar: The War Against Terror,2010,128,Action,5.839567609057182,5.839567609057182,Vicky S. Kumar,Shabbir Ali,Saloni Aswani,Abhay Bhargava
Last Bath,1987,128,"Crime, Mystery, Thriller",5.839567609057182,5.839567609057182,Sagar Pathak,Sagar Pathak,Sanjay Malviya,Harsh Soni
Last Chance: The Moment I Finally Embraced the Futility of Existence,2019,74,"Comedy, Drama",8.8,10.0,Ronit Jadhav,Ronit Jadhav,Rohit D'Souza,Darshil Gandhi
Lateef to laden,2018,92,Comedy,6.6,7.0,Shahid Kazmi,Sajad Khaki,Tariq Imtyaz,Mushtaq Ali
Lathi,1988,128,Drama,6.3,17.0,Hrishikesh Mukherjee,Sandip Mukherjee,Dharmendra,Govinda
Lava Kusa: The Warrior Twins,2010,120,Animation,6.6,32.0,Dhavala Satyam,Natalie DP,Arun Govil,Robert Lang
Lavanya Preeti,1993,90,Drama,5.2,9.0,Apurba Kishore Bir,Aditi Bir,Saumysri Misra,Tara Shankar Misra
Lav-Kush,1967,128,"Action, Adventure, Drama",5.9,7.0,S.N. Tripathi,Ashim Kumar,Jayshree Gadkar,Babloo
Law Day Lag Gae,1987,150,Comedy,5.839567609057182,5.839567609057182,Ullhas,Deepa,Ullhas,Rajat
Laxman Gole,2015,128,Crime,5.839567609057182,5.839567609057182,Faisal Hashmi,Sanjay Chaudhury,Kumkum Das,Rohan Gujar
Laxmii,2020,141,"Action, Comedy, Horror",2.4,49164.0,Lawrence Raghavendra,Balakrishnan Thevar,Akshay Kumar,Kiara Advani
Le Chal Apne Sang,2000,128,Romance,3.7,7.0,Vijay Kondke,Nishant Malkani,Alok Nath,Raza Murad
Le Gaya Saddam,2012,113,Comedy,6.2,18.0,Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani
Le Halua Le,2012,125,"Comedy, Drama, Romance",5.3,199.0,Raja Chanda,Laboni Sarkar,Payel Sarkar,Subhasish Mukherjee
Leaving Home: The Life and Music of Indian Ocean,2008,115,"Documentary, Music",8.9,94.0,Jaideep Varma,Kilam Amit,Asheem Chakravarty,Rahul Ram
Leela,1947,128,Drama,5.839567609057182,5.839567609057182,D.N. Pai,Shobha,Kanu Roy,Veera
Lekar Hum Deewana Dil,2014,140,"Comedy, Romance",4.9,679.0,Arif Ali,Armaan Jain,Deeksha Seth,Varun Badola
Lens,2016,109,"Drama, Mystery, Thriller",6.7,1111.0,Jayaprakash Radhakrishnan,Anand Sami,Jayaprakash Radhakrishnan,Misha Ghoshal
Let's Change,2014,99,"Documentary, Comedy, Drama",5.839567609057182,5.839567609057182,Rohit Aarrya,Neel Patel,Anjali Aarrya,Prem Chopra
Let's Dance,2009,125,"Crime, Drama, Musical",5.7,19.0,Aarif Sheikh,Gayatri Bahl,Aqib Afzaal,Ajay Chaudhary
Let's Enjoy,2004,108,Comedy,6.3,116.0,Siddharth Anand Kumar,Ankur Tewari,Aashish Chaudhary,Roshni Chopra
Let's Fall in Ishq Again,1987,128,Romance,5.839567609057182,5.839567609057182,Tanuj Virwani,Sammy Durrani,Rachita Rampal,Somveer Caudhry
Lets Fly with My Paper Rocket,1987,128,"Drama, Thriller",5.839567609057182,5.839567609057182,Abhijeet Sahoo,Harsh Rajput,Swati Bakshi,Satyakam Anand
Life Is Beautiful,2014,116,"Comedy, Romance",5.4,45.0,Manoj Amarnani,Manoj Amarnani,Nancy Brunetta,Anokhi Dalvi
Life of an Outcast,2018,81,Drama,6.6,36.0,Pawan k Shrivastava,Ravi Sah,Shalini Mohan,Bhaskar Jha
Life of Pi,2012,127,"Adventure, Drama, Fantasy",7.9,591417.0,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain
Life's Good,2012,100,"Drama, Family",5.9,7.0,Ananth Narayan Mahadevan,Saniya Anklesaria,Sunita Sen Gupta,Darshan Jariwala
Lights! Camera! Murder!,1987,128,"Mystery, Thriller",5.839567609057182,5.839567609057182,Kapil Kaustubh Sharma,Mita Vashisht,Sambhavna Sheth,Vedita Pratap Singh
Lihaaf: The Quilt,2019,85,Drama,7.1,29.0,Rahat Kazmi,Tannishtha Chatterjee,Sonal Sehgal,Virendra Saxena
Like Stars on Earth,2007,165,"Drama, Family",8.4,175810.0,Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan
Lilith,1987,90,"Adventure, Horror, Mystery",5.839567609057182,5.839567609057182,Prashant Passy Pilley,Joy Anand,Rajender Sheri Chand,Antra Raut
LILKEE,2006,69,Drama,5.839567609057182,5.839567609057182,Batul Mukhtiar,Aiman,Saloni Joshi,Mohammed Mukhtiar
Lion of Gujarat,2015,128,Action,5.839567609057182,5.839567609057182,Dinesh Lamba,Akruti Agrawal,Aman Kureshi,Armaan Tahil
Lipstick Under My Burkha,2016,117,"Comedy, Drama",6.8,6373.0,Alankrita Shrivastava,Aahana Kumra,Ratna Pathak Shah,Konkona Sen Sharma
Little Box of Sweets,2006,128,"Drama, Romance",6.2,46.0,Meneka Das,Naveed Akhtar,Joe Anderson,Meneka Das
Little boy,2019,137,Action,5.839567609057182,5.839567609057182,Shiraz Henry,Yajuvendra Singh,Shishir Sharma,Ehasan Khan
Little Singham: Kaal Ka Badla,2020,69,"Animation, Action",6.1,12.0,Prakash Satam,Jigna Bharadhwaj,Neshma Chemburkar,Saumya Daan
Loev,2015,92,"Drama, Romance",5.8,2434.0,Sudhanshu Saria,Dhruv Ganesh,Siddharth Menon,Shiv Panditt
Login,2012,125,"Drama, Thriller",6.1,99.0,Sanjeev Reddy,Himanshu Bhatt,Raadhika Singh,Akkash Basnet
Lohe Ke Haath,1990,127,Action,5.839567609057182,5.839567609057182,Ss Arora,Babban,Rita Bhaduri,Bindu
London,2005,149,"Action, Comedy, Drama",4.4,98.0,Sundar C.,Prashanth,Ankita,Mumtaz
London Calling,2009,90,"Action, Drama, Fantasy",3.8,8.0,Babbar Subhash,Bobby Khan,Milind Gunaji,Nawab Shah
London Confidental,2020,77,"Crime, Drama, Thriller",6.4,1653.0,Kanwal Sethi,Mouni Roy,Purab Kohli,Kiren Jogi
London Express,1968,128,Action,5.839567609057182,5.839567609057182,Shreeman Bhagwan,Johnny Bond,Habib,Rajan Kapoor
Long Dark Road,2014,68,"Crime, Drama, Thriller",7.7,45.0,Moosa Saleem,Atif Rashid,Saurabh Kumar,Anamika Raj
Looop Lapeta,2021,128,"Action, Comedy, Romance",5.839567609057182,5.839567609057182,Aakash Bhatia,Shreya Dhanwanthary,Taapsee Pannu,Tahir Raj Bhasin
Loot,2011,110,"Action, Comedy, Crime",3.3,303.0,Rajnish Thakur,Shweta Bhardwaj,Mimoh Chakraborty,Prem Chopra
Lorni - The Flaneur,2019,107,"Crime, Mystery",7.0,5.0,Wanphrang Diengdoh,Poonam Agarwal,Elizer Bareh,Deihokhlang Basaiawmoit
Lottery,2009,128,"Crime, Drama, Mystery",3.0,17.0,Hemant Prabhu,Abhijeet,Abhijeet Sawant,Rucha Gujrati
Love Alive,2016,90,Thriller,7.4,26.0,Aditya Warang,Raushan Jha,Kajal Solanki,Qasim Khan
Love and Shukla,2017,107,"Comedy, Drama, Romance",7.4,828.0,Jatla Siddartha,Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh
Love Birds,1997,160,Romance,5.1,126.0,P. Vasu,Apache Indian,Prabhu Deva,Aachi Manorama
Love Exchange,2015,122,Romance,5.2,47.0,Raj Shetty,Mohit Madaan,Jyoti Sharma,Manoj Pahwa
Love Express,2011,141,"Comedy, Drama",5.3,117.0,Sunny Bhambhani,Sahil Mehta,Mannat Ravi,Vikas Katyal
Love in Japan,2006,136,"Action, Comedy, Crime",3.1,15.0,Akram Shaikh,Ketki Dave,Shakti Kapoor,Bobby Khan
Love in Jungle,2003,128,Thriller,5.839567609057182,5.839567609057182,Ravi Kumar,Neeraj Bharadwaj,Hemant Birje,Ali Khan
Love in Kashmir,1976,128,Romance,5.839567609057182,5.839567609057182,Shiv Kumar,Manjula,M.G. Ramachandran,Shakuntala
Love in Nepal,2004,143,"Drama, Mystery, Romance",3.6,120.0,Rajat Mukherjee,Sonu Nigam,Flora Saini,Jharana Bajracharya
Love Ke Funday,2016,132,Comedy,6.6,13.0,Indervesh Yogee,Nivedita Chandel,Pooja Banerjee,Shaleen Bhanot
Love Lust and Marriage,1996,128,Romance,5.839567609057182,5.839567609057182,Ravi Khote,Tirlok Malik,Deepti Naval,Samia Shoaib
Love Qubool Hai,2020,94,"Drama, Romance",10.0,5.0,Saif Ali Sayeed,Ahaan Jha,Mahesh Narayan,Rajasree Rajakumari
Love Shagun,2016,120,"Comedy, Romance",4.4,104.0,Saandesh Nayak,Anuj Sachdeva,Nidhi Subbaiah,Manit Joura
Love Sonia,2018,122,Drama,7.4,1570.0,Tabrez Noorani,Abhishek Bharate,Riya Sisodiya,Mrunal Thakur
Love Sorries,2021,101,"Comedy, Drama, Romance",9.3,79.0,Gautam Joshi,Prashant Chaubey,Puneet Chouksey,Amitabh Gupta
Love Story,1981,161,"Drama, Musical, Romance",6.5,377.0,Rajendra Kumar,Rahul Rawail,Kumar Gaurav,Vijayata Pandit
Love U Crazy Girl,2014,128,Mystery,2.9,8.0,Bhabhani Prasad,Nitika Sharma,Aamir,Sachin
Love You Family,2017,128,Drama,4.2,12.0,Sachindra Sharma,Kashyap Barbhaya,Ashish Gokhale,Salman Yusuff Khan
Love You Hamesha,2001,128,Romance,5.1,61.0,Kailash Surendranath,Rishma Malik,Rohit Bal,Sonali Bendre
Love You Krishna,2019,128,"Comedy, Drama, Romance",5.9,8.0,Stanley Joseph,Zenia Starr,Miranda O'Hare,Kamantha Naidoo
Love You Pappu,2021,128,"Comedy, Romance",5.839567609057182,5.839567609057182,Ajay Veermal,Krishna Bhatt,Manil Mayank Mishra,Tripti Bajoria
Love You to Death,2012,102,"Comedy, Thriller",5.3,7.0,Rafeeq Ellias,Sohrab Ardeshir,Abhro Banerjee,Kallol Banerjee
Lovechakra,2016,120,Drama,5.839567609057182,5.839567609057182,S.R. Jagannath,Varma Akhilesh,Tare Ankita,Karekar Bhavna
Lovefucked,2018,106,"Drama, Romance",6.0,365.0,Aadish Keluskar,Himanshu Kohli,Rohit Kokate,Khushboo Upadhyay
Lover Boy,1985,128,"Drama, Romance",4.1,19.0,Shomu Mukherjee,Rajiv Kapoor,Meenakshi Sheshadri,Anita Raj
LoveShhuda,2016,133,"Comedy, Romance",4.5,552.0,Vaibhav Misra,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra
"LSD: Love, Sex Aur Dhokha",2010,155,"Comedy, Crime, Drama",7.1,5376.0,Dibakar Banerjee,Nushrat Bharucha,Anshuman Jha,Neha Chauhan
Lubdh,2021,150,"Drama, Thriller",5.839567609057182,5.839567609057182,Partha Ganguly,Ankur Bhatia,Joy Sengupta,Judhajit Sarkar
Lubna,1982,128,"Drama, Family, Romance",5.839567609057182,5.839567609057182,Kabeer Rauthar,Kanwaljit Singh,Zaheera,Prema Narayan
Lucknow Times,2015,128,Drama,5.839567609057182,5.839567609057182,Sudipto Sen,Ali Abbas,Shouvik Chakraborti,Ajay Chaudhary
Lucky Kabootar,2014,117,Comedy,5.1,75.0,Shammi Chhabra,Arvinder Bhatti,Shraddha Das,Rimple Dhindsa
Lucky Number,1961,120,Thriller,5.839567609057182,5.839567609057182,Mohan Rathod,Manmohan Sabir,Manmohan Sabir,Ramesh Dutt
LUKKA CHUPPI,2006,75,Family,5.839567609057182,5.839567609057182,Vinod Ganatra,Aloknath,Kamal Chopra,Shiv Tendon
Luv Ka the End,2011,106,"Comedy, Drama",4.8,1434.0,Bumpy,Shraddha Kapoor,Taha Shah Badussha,Errol Peter Marks
Luv Shuv Pyar Vyar,2017,180,Romance,4.7,31.0,Pardeep Raja,Gaurav Ajay Kaura,Dolly Chawla,Kunal Sharma
Luv U Alia,2015,130,"Family, Romance",5.3,81.0,Indrajit Lankesh,V. Ravichandran,Chandan Kumar,Sudeep
Luv U Soniyo,2012,144,"Comedy, Romance",5.5,67.0,Joe Rajan,Tanuj Virwani,Neha Hinge,Bunty Grewal
M Cream,2014,112,"Adventure, Comedy, Drama",5.6,611.0,Agneya Singh,Aban Raza,Tom Alter,Raaghavv Chanana
M.... Matric Pass,2014,118,"Drama, Romance",3.9,14.0,Suresh Jain,Seema Dogra,Paras Sharma,Sushma Sharma
M.A.D: Mad About Dance,2014,125,"Drama, Musical",5.1,110.0,Saahil Prem,Saahil Prem,Amy Maghera,Salah Benlemqawanssa
M3 - Midsummer Midnight Mumbai,2014,128,Thriller,5.839567609057182,5.839567609057182,Braj Bhushan,Sara Khan,Paras Chhabra,Pooja Thakur
Ma Amba Gabbarwali,1976,132,Drama,5.839567609057182,5.839567609057182,Babubhai Thakkar,Pushpa Patel,Hansa Rathod,Megha Roy
Maa Baap,1944,128,Drama,5.839567609057182,5.839567609057182,V.M. Vyas,Nazir,Veena,Lala Yaqoob
Maa Durga Shakti,1999,148,Drama,5.839567609057182,5.839567609057182,Devaraj,M.N. Lakshmi Devi,Charu Haasan,Sharath Lohitashwa
Maa Ka Chamatkar,2004,128,"Drama, Family, Fantasy",5.839567609057182,5.839567609057182,Nagendra Magudi,Jaya Prada,Prema,Charan Raj
Maa Ki Mamta,1936,128,"Drama, Family",5.839567609057182,5.839567609057182,J.J. Madan,Angurbala,Anwari,Abdul Rehman Kabuli
Maa O Maa,1990,128,Drama,5.839567609057182,5.839567609057182,Kishor Kumar Singh,Yunus Bihari,Ram Chandra,Sujata Das
Maa Purnagiri,2019,148,Family,5.839567609057182,5.839567609057182,Ravi Sinha,Madhu Bharti,Manish Chaturvedi,Gajendra Chauhan
Maa Tere Aangan Nagara Baje,1990,128,Drama,5.839567609057182,5.839567609057182,Ramesh Mehta,Ranjeet Raj,Arvind Rathod,Jayshree T.
Maa Where Are You...,2005,128,"Drama, Family",5.839567609057182,5.839567609057182,Ashok Maurya,Sana Bakshi,Sonu Bakshi,Debangi Baruah
Maal,2019,53,"Action, Drama, Thriller",5.839567609057182,5.839567609057182,Shubhendu Lalit,Suved Kulkarni,Akshay Kale-Patil,Vaaman Vasishth
Maal Road Dilli,2018,145,Comedy,5.7,10.0,Atul Sriva,Rhythm Arora,Manveer Choudhary,Neha Kargeti
Maali,2020,85,Drama,5.839567609057182,5.839567609057182,Ashwini Malik,Prabhat Raghunandan,Swati Sen,Gaurav Sharma
Maaraq,2019,128,Mystery,5.839567609057182,5.839567609057182,Nishant Tripathi,Ajay Singh Chauhan,Aishwaria Guha,Dr. Omendra Gupta
Maashuka,1987,128,Romance,5.839567609057182,5.839567609057182,Arati Bhattacharya,Moon Moon Sen,Arun Govil,Zarina Wahab
Maassab (The Teacher),2018,116,Drama,8.6,155.0,Aditya Om,Shiva Suryavanshi,Sheetal Singh,Manveer Choudhary
Maazii,2013,123,"Crime, Drama, Thriller",5.8,94.0,Jaideep Chopra,Sumit Nijhawan,Mona Wasu,Mohd. Zeeshan Ayyub
Machaan,2021,124,"Drama, Romance",8.6,93.0,Nitesh Tiwari,Pawan Waval,Richa Kalra,Prateek Goyal
Machhli Jal Ki Rani Hai,2014,120,Horror,2.3,235.0,Debaloy Dey,Swara Bhaskar,Reema Debnath,Saurabh Dubey
Mad: It Can Be Anyone,2011,128,"Horror, Mystery",5.839567609057182,5.839567609057182,Prakash Jaiswal,Amitabh Bhattacharjee,Indrajit Chakraborty,Milind Gunaji
Madam Fashion,1936,128,Drama,5.839567609057182,5.839567609057182,Jaddanbai,Jaddanbai,Anjum Husaini,Nazneen Begum
Madam No 1,2001,128,Action,5.839567609057182,5.839567609057182,Hashmat Siddiqu,Pooja Dadwal,Razak Khan,Mac Mohan
Madhav - Every Child Needs A Mentor,2018,102,"Drama, Family",5.839567609057182,5.839567609057182,Anil Kumar Mehta,Anil Kumar Mehta,Varsha Usgaonkar,Manohar Teli
Madhu Malti,1978,128,"Drama, Romance",5.839567609057182,5.839567609057182,Basu Bhattacharya,Benjamin Gilani,Gulshan Grover,Prema Narayan
Madhubaala,2006,133,Thriller,3.2,9.0,Shivram Yadav,Sameer Dharmadhikari,Gurpreet kaur Sodhi,Gurpreet Singh
Madly,2016,106,"Drama, Romance",5.4,146.0,Bat for Lashes,Gael García Bernal,Anurag Kashyap,Sebastián Silva
Madly Bangali,2009,130,"Drama, Music, Musical",7.0,287.0,Anjan Dutt,Soumyak Kanti DeBiswas,Tanaji Dasgupta,Sumeet Thakur
Madmast Barkhaa,2015,102,"Romance, Thriller",3.6,27.0,Jaspal Singh,Ekaansh Bhaardwaaj,Mithilesh Chaturvedi,Farida Dadi
Mad'ouk - Toughened by Life,2021,79,Documentary,5.839567609057182,5.839567609057182,Bharat Talaviya,Arvind Bijwe,Hari Damalpatti,Raj Vadgama
Maha Puja,1954,128,Fantasy,5.839567609057182,5.839567609057182,Prem Adib,Sashi Kapoor,Amirbai Karnataki,Anand Kumar
Maha Sangramam,1985,155,Action,5.839567609057182,5.839567609057182,Kodanda Rami Reddy A.,Sobhan Babu,Krishna Ghattamaneni,Jayasudha
Mahanadhi,2013,128,"Drama, Family, History",5.839567609057182,5.839567609057182,Krishnappa Uppur,Sanjjanaa Galrani,Sadhu Kokila,Rangayana Raghu
Mahananda,1987,130,Romance,7.6,21.0,Mohan Kavia,Moushumi Chatterjee,Farooq Shaikh,Shreeram Lagoo
Maharana Pratap: The First Freedom Fighter,2012,145,"Action, War",5.0,108.0,Pradeep Kumawat,Narayan Singh Sisodia,Kuldeep Chaturvedi,Payal Kumawat
Maharathi Karna,1944,128,"Action, Adventure, Drama",5.5,11.0,Bhalji Pendharkar,Kamalakar Torne,Prithviraj Kapoor,Durga Khote
Mahashakti,1980,136,Fantasy,5.839567609057182,5.839567609057182,K.S. Giri,Narasimha Raju,Madhavi,Jayamalini
Mahashivratri,1972,128,Fantasy,5.839567609057182,5.839567609057182,Shantilal Soni,Bhagwandas,Sulochana Chatterjee,Dulari
Mahashweta,1967,128,Drama,6.3,6.0,Pinaki Bhushan Mukherji,Anjana Bhowmik,Soumitra Chatterjee,Anil Chatterjee
Mahathma,2009,128,"Action, Crime, Drama",6.0,175.0,Krishna Vamsi,Meka Srikanth,Bhavana,Charmy Kaur
Mahatma,1998,128,Drama,5.839567609057182,5.839567609057182,Tanvir Ahmed,Dimple Ghosh,Shadas Khan,Gauri Khopkar
Mahatma Basweshwar,1990,120,Drama,5.839567609057182,5.839567609057182,Rakesh Dhopatkar,Subodh Bhave,Ashwini Ekbote,Alka Kubal
Mahatma Ka Insaaf,1995,128,Action,5.839567609057182,5.839567609057182,Ravali,Radha Ravi,Revathi,Vijayakanth
Mahatma Vidur,1943,155,Drama,5.839567609057182,5.839567609057182,Parshwanath Yeshwant Altekar,Baburao Painter,Vishnupant Pagnis,Durga Khote
Mahaveera,1988,128,Action,4.9,27.0,Naresh Saigal,Krishna A.R.,Salma Agha,Raj Babbar
Mahek,2007,80,Family,8.0,29.0,Kranti Kanadé,Shriya Sharma,Madan Deodhar,Anuya Bhagwat
Maheruh,2017,128,Romance,5.839567609057182,5.839567609057182,Vithal Sunita Veturkar,Amit Dolawat,Dilip Karad,Drisha More
Mahima Kaali Maa Ki,2002,128,Fantasy,5.839567609057182,5.839567609057182,Shantilal Soni,Navgata Antra,Sandhmitra Sagrika,Anju Sanjeev
Mahua,1969,137,"Musical, Romance",6.2,12.0,Bibhuti Mitra,Shiv Kumar,Anjana Mumtaz,Prem Nath
Mahwari,2017,134,Family,5.839567609057182,5.839567609057182,Amit Ramesh Rughani,Chetan Daiya,Ravi Omprakash Rao,Nisarg Trivedi
Mai,2013,105,"Drama, Family",6.7,92.0,Mahesh Kodiyal,Asha Bhosle,Kshitee Jog,Shivani Joshi
Maidaan,2021,128,"Drama, History, Sport",5.839567609057182,5.839567609057182,Amit Ravindernath Sharma,Priyamani,Ajay Devgn,Gajraj Rao
Maikhana,1967,128,Thriller,5.839567609057182,5.839567609057182,Kidar Nath Sharma,Bambi,Sailesh Kumar,Madhu Raj
Main Aur Meri Tanhai,1980,128,Drama,5.839567609057182,5.839567609057182,Al Waheed,Saeed Jaffrey,Pradeep Kumar,Deepti Naval
Main Cabrewali,2005,128,Drama,5.839567609057182,5.839567609057182,Chandni Gupta,Jahid Khan,Mallika,Shah Gayaz Khan
Main Hoon Akela,2011,129,Action,5.839567609057182,5.839567609057182,A. Venkatesh,Arjun Sarja,Haripriya,Ashish Vidyarthi
Main Hoon Auto Wala,1987,128,Drama,5.839567609057182,5.839567609057182,Azhar Hussain,Ankita Bambulkar,Mohit Gupta,Kalyanji Jana
Main Hoon Chalbaaz,2003,128,Action,5.9,43.0,Meera Jasmine,Pawan Kalyan,Sayaji Shinde,Nataneya Singh
Main Hoon Geeta,1992,128,Action,5.839567609057182,5.839567609057182,Yash Chouhan,Suraj Chaddha,Avtar Gill,Girija Shankar
Main Hoon Hero Khiladi,2000,128,Action,5.839567609057182,5.839567609057182,Jagapathi Babu,Neelambari,Prakash Raj,Kota Srinivasa Rao
Main Hoon Rajinikanth,2015,127,Comedy,7.3,35.0,Faisal Saif,Smita Gondkar,Shakti Kapoor,Sameer Khan
Main Khudiram Bose Hun,2020,128,Biography,5.839567609057182,5.839567609057182,Manoj Giri,Kanishk Kumar Jain,Sushant Sahni,Rituparna Sengupta
Main Madhuri Dixit Banna Chahti Hoon!,2003,128,"Drama, Comedy",6.0,514.0,Chandan Arora,Antara Mali,Rajpal Yadav,Asif Basra
Main Mulayam Singh Yadav,2021,120,Biography,4.2,118.0,Suvendu Ghosh,Amyth Sethi,Govind Namdeo,Mukesh Tiwari
Main Phir Aaoongi,1998,128,Horror,2.6,8.0,K.I. Sheikh,K.K. Goswami,Jay Kalgutkar,Mushtaq Khan
Main Phir Aaunga,1991,128,Drama,5.839567609057182,5.839567609057182,Santosh Sivan,Tarun Kumar,Madhu,Prema Menon
Main Tumhare Bachche ki Maa Banne Waali Hoon,2017,45,Romance,6.8,101.0,Ashish Lal,Sadiya Azgar,Dhanraj Kadam,Ashish Lal
Maine Jeena Seekh Liya,1959,128,"Drama, Family",5.839567609057182,5.839567609057182,Satish Nigam,Ravindra Kapoor,Ameeta,Durga Khote
Maiya,2017,128,Family,2.7,13.0,Anil,Amit Dahiya Badshah,Ilaria Borrelli,Alma Freddi
Maiyat,1987,128,Thriller,5.839567609057182,5.839567609057182,Sawrabh Singh Bedi,Joohi Pal,Sawrabh Singh Bedi,Juhi Pal
Majhe,2021,128,Drama,5.839567609057182,5.839567609057182,Amarpal Singh Fauzdar,Anindita Ghosh,Somnath Mondal,Priyanka Dasgupta
Majjma,2021,106,Drama,8.1,24.0,Prabhat Sachdeva,Amit Bhardwaj,Gagansharmaknl,Nanda Yadav
Major,2021,128,"Action, Biography, Drama",5.839567609057182,5.839567609057182,Sashi Kiran Tikka,Sobhita Dhulipala,Prakash Raj,Adivi Sesh
Make in India,2019,128,Drama,7.0,9.0,B.K. Singh,Surinder Yadav,Saumendra Dash,Sushil Dubey
Mala,1941,128,Drama,5.839567609057182,5.839567609057182,Balwant Bhatt,Rose,Paidi Jairaj,Jayant
Malaal,2019,136,"Action, Drama, Romance",6.0,850.0,Mangesh Hadawale,Meezaan Jafri,Sharmin Segal,Chinmayee Surve
Malik Ek,2010,128,"Biography, Drama, History",6.6,23.0,Deepak Balraj Vij,Akanksha,Rana Jung Bahadur,Sudesh Berry
Mamaji,1942,128,"Drama, Family",5.839567609057182,5.839567609057182,Narottam Vyas,Lalita Pawar,Nandrekar,Jeevan
Mamma the spirit,2020,128,Horror,5.839567609057182,5.839567609057182,Sunil Varma,Raj Agrawal,Mo Ansari,Tridev Lohiya
Mamta Ki Saugandh,1994,128,Drama,5.839567609057182,5.839567609057182,Prasun Banerjee,Jairaj Joshi,Ravi Patwardhan,Sanchita
Man Ka Aangan,1979,154,Drama,5.839567609057182,5.839567609057182,I.V. Sasi,Basi Bahadur,Adoor Bhawani,Kanaka Durga
Man Ki Jeet,1944,128,"Drama, Romance",5.839567609057182,5.839567609057182,W.Z. Ahmed,Neena,Nina,Rajkumari
Man on Mission Taqatwar,2005,128,Action,8.7,84.0,Abbas,Aishwarya,Mohan Babu,Charmy Kaur
"Man, Woman, #MeToo",2019,47,Documentary,5.839567609057182,5.839567609057182,Ashwin Rai Shetty,Nandita Gupta,Shashank Arora,Richa Chadha
Manavata,1972,120,"Drama, Romance",7.3,6.0,Tapi Chanakya,Sawroop Butta,Swarup Dutt,Radha Saluja
MANDALI,1987,128,"Drama, Romance",5.839567609057182,5.839567609057182,Rakesh Chaturvedi Om,Vineet Kumar,Kanwaljit Singh,Saharsh Kumar Shukla
Mandbuddhi,2021,128,Drama,5.839567609057182,5.839567609057182,Sanjay Sakshii,Gaurav Prateek,Anup Jalota,Deepraj Rana
Mandi: Ek Prem Katha,2017,128,Drama,5.839567609057182,5.839567609057182,Tarun R. Takshy,Avani Modi,Saanvi Dhiman,Milind Gunaji
Mangal Ho,2017,128,"Comedy, Sci-Fi",5.839567609057182,5.839567609057182,Pritish Chakraborty,Mukesh S. Bhatt,Pritish Chakraborty,Vrajesh Hirjee
Mangal Pandey,1983,136,"Action, Crime, Drama",5.9,29.0,Harmesh Malhotra,Ranjit Sood,Ajit,Harbans Darshan M. Arora
Mangalashtak Once More,2013,122,"Drama, Romance",6.2,105.0,Samir Joshi,Mukta Barve,Mangesh Borgaonkar,Hemant Dhome
Manikanda,2007,121,"Action, Crime, Drama",3.6,38.0,Selva,Annapoorna,Madhan Bob,Vagai Chandrasekar
Manjunath,2014,130,"Biography, Drama",7.2,478.0,Sandeep A. Varma,Anjori Alagh,Karan Ashar,Aarun D. Baliean
Manmatha Leelai,1976,161,"Comedy, Drama, Romance",6.7,114.0,K. Balachander,Aalam,Hema Chaudhari,Kamal Haasan
Mann Ke Rang,2017,128,Drama,5.839567609057182,5.839567609057182,Rahul Rai Gupta,Raj,Abhishek,Ansh
Mano Na Mano,1955,128,Drama,5.839567609057182,5.839567609057182,B.K. Adarsh,Baldev,Chitra,Uma Dutt
Manovancha Phalasiddirastu,2020,128,Drama,5.839567609057182,5.839567609057182,Rajesh Sarma,Indhu Oruganti,Pranay,Shiva Ramakrishna
Mansoor Miyanar Ghora,2000,128,Drama,6.2,15.0,Nabyendu Chatterjee,Baisul Islam Asad,Archana Banerjee,Arun Mukherjee
Mansukh Chaturvedi Ki Atmakatha,2019,90,Drama,5.839567609057182,5.839567609057182,Sachin Gupta,Sandeep Singh,Anamika Shukla,Monika
Manthan: Ek Kashmakash,2008,128,Action,5.839567609057182,5.839567609057182,Kumar Raj,Sanjay Kumar,Kradhikka,Alok Nath
Manthrikan,2012,128,"Comedy, Drama, Horror",3.4,69.0,Anil,Poonam Bajwa,Natasha Doshi,Muktha George
